age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y,date,latitude,longitude,ID,income,kidhome,teenhome,dt_customer,numwebvisitsmonth
35.0,admin_,married,high_school,0.0,1.0,1.0,telephone,172,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2018-07-28,42.021,-80.505,81fb4b41-3e65-409f-b172-24313e3f6a31,157884,0,0,2012-04-05,25
35.0,unemployed,divorced,high_school,,1.0,0.0,telephone,51,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2016-03-09,44.17,-97.506,81de4c8c-f662-4db7-9b69-7aff5596e6cc,139993,0,1,2012-04-16,32
,blue-collar,married,basic_6y,,0.0,1.0,telephone,35,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2019-01-05,42.722,-104.633,ba04fbf5-b2a6-432b-a192-bb10525eef7b,152861,1,2,2012-01-07,24
42.0,technician,single,basic_9y,,0.0,0.0,telephone,626,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-09-16,43.268,-74.396,b205b2df-70ef-4f70-9458-5bf5c0bd95e8,14446,1,1,2012-08-29,22
49.0,admin_,divorced,high_school,0.0,1.0,0.0,telephone,122,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2017-03-04,45.173,-103.863,18c2c643-1fb9-4ef9-9a64-1d94e880c7cf,66071,2,0,2012-09-27,14
53.0,admin_,single,basic_6y,0.0,1.0,0.0,telephone,63,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2015-10-13,36.479,-111.785,ca173acb-d48b-403e-b456-1f9d613b3ba2,37154,1,2,2012-05-20,14
29.0,admin_,married,high_school,0.0,0.0,0.0,telephone,100,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2016-08-08,45.285,-75.975,6c5a3388-ef93-4f5e-9e05-1b3efa1aeae8,17993,1,0,2012-07-06,9
,blue-collar,married,basic_9y,,0.0,0.0,telephone,70,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2016-05-30,26.426,-89.808,1a96af28-b0c5-4494-8b78-3b479e2798f1,75060,2,1,2012-06-24,16
29.0,admin_,married,high_school,0.0,0.0,0.0,telephone,255,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2016-07-31,42.907,-71.483,bb14f641-2aea-4fae-b7c4-dd57f31e86fe,42897,2,1,2012-10-16,22
46.0,self-employed,divorced,basic_9y,0.0,1.0,0.0,telephone,217,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2015-01-26,40.744,-98.474,ee212ebc-4f5d-4e86-bf8b-73b817f6db73,50080,1,1,2012-09-21,29
58.0,management,married,,,1.0,0.0,telephone,1098,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-01-02,41.807,-124.131,1d536acf-7930-4450-95cc-b3ee36668cb7,61481,0,0,2012-06-25,13
32.0,admin_,single,university_degree,0.0,1.0,1.0,telephone,176,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2015-09-26,45.966,-75.084,1b4aa017-aa15-4503-b077-372584d8f9f7,168615,2,1,2012-03-21,21
44.0,blue-collar,married,basic_6y,0.0,1.0,0.0,telephone,331,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2015-10-25,27.958,-97.484,178113ad-de15-4e18-9698-2c4333f75af0,174050,1,0,2012-06-05,10
26.0,student,single,high_school,0.0,0.0,0.0,telephone,901,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes,2018-09-04,38.168,-89.143,031a3ed0-eeba-4953-abc5-71e8258d735d,141437,2,0,2012-05-26,12
56.0,technician,divorced,professional_course,,1.0,0.0,telephone,123,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2018-07-11,44.734,-101.456,363b1556-a239-4a3a-81d4-d1b4eefcbcaf,137974,1,0,2012-11-14,18
25.0,blue-collar,married,professional_course,,1.0,0.0,telephone,77,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-11-08,39.291,-109.03,1fa41bd9-596c-425e-a999-739133ed9fcd,138146,2,1,2012-02-14,31
29.0,blue-collar,single,basic_9y,0.0,0.0,0.0,telephone,91,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2016-08-27,39.177,-106.551,080d0aba-b953-4b1a-8d23-e25332e38db6,161673,1,1,2012-10-12,23
44.0,blue-collar,married,professional_course,0.0,0.0,0.0,telephone,63,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-07-14,29.929,-105.254,3b7d20b6-9844-433a-afd2-c8a472169a65,31923,1,2,2012-05-08,27
44.0,technician,divorced,professional_course,0.0,1.0,0.0,telephone,173,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-12-27,27.409,-85.578,09072671-8a95-455c-896c-d0f63432d5bc,44302,2,0,2012-05-22,30
44.0,blue-collar,single,basic_4y,0.0,0.0,0.0,telephone,128,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2018-11-06,33.342,-81.319,6c78c8ca-f4c2-4a0f-8d5f-3b6e12207bde,52445,0,2,2012-02-01,20
44.0,blue-collar,single,basic_4y,0.0,1.0,0.0,telephone,76,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2016-03-05,35.281,-82.349,3aa7a6bd-2a5c-45bf-80ae-7575f5756ded,74425,2,2,2012-07-11,9
29.0,blue-collar,single,basic_9y,0.0,0.0,0.0,telephone,411,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2016-07-11,30.944,-87.169,8466dc13-2b56-4f18-8d3d-8422adf6bb16,81913,0,0,2012-08-03,27
37.0,blue-collar,married,professional_course,0.0,1.0,0.0,telephone,179,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2018-07-25,33.16,-77.89,12257672-bc43-4016-9c82-a14576864847,52961,0,1,2012-12-10,13
34.0,self-employed,married,university_degree,0.0,0.0,0.0,telephone,139,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2015-03-30,37.362,-120.54,ec54b77d-98ed-413f-9b2b-6c4c2732807b,145542,1,1,2012-05-10,14
54.0,blue-collar,married,basic_9y,,1.0,1.0,telephone,75,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2018-05-21,39.352,-119.676,64b60e3a-0619-4d5c-9a44-915da7769057,173276,1,0,2012-05-30,4
58.0,retired,divorced,professional_course,,0.0,0.0,telephone,210,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-06-14,24.448,-108.742,0c2188a4-68d2-458c-99e3-fcf60be2cf8f,82397,2,0,2012-08-04,24
24.0,services,single,high_school,0.0,0.0,0.0,telephone,700,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes,2019-11-26,35.476,-119.602,058f10b4-8bdc-4c9c-9bdf-465f3f2184cf,118684,1,1,2012-10-07,27
35.0,technician,married,professional_course,0.0,1.0,1.0,telephone,329,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2015-03-16,36.641,-76.436,0d04f914-f5e6-4ddf-8110-8fd481480d1e,160377,0,2,2012-10-18,5
30.0,admin_,divorced,high_school,0.0,1.0,0.0,telephone,225,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2018-01-30,38.935,-80.732,ae3d7b62-f1d5-43f3-85fb-a78feb0d9596,23937,1,2,2012-01-17,24
40.0,technician,married,professional_course,,0.0,0.0,telephone,96,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2017-06-01,43.517,-101.779,fbeef268-86ae-44bd-a743-7f318434d8a9,142435,2,1,2012-10-05,13
29.0,blue-collar,married,basic_4y,,1.0,0.0,telephone,166,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2017-07-23,38.732,-113.266,62aed975-8d7a-4881-80bb-84620ca828d7,67550,0,2,2012-06-07,18
54.0,technician,single,basic_9y,0.0,0.0,0.0,telephone,186,3,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2016-03-12,44.891,-99.625,8c9b5574-8814-40f9-9ffb-2f1332969e54,52166,1,1,2012-10-07,4
40.0,technician,married,professional_course,,1.0,0.0,telephone,92,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-02-26,38.133,-74.068,b8cf09af-48c3-4f02-9ddb-06a9c81a4dd1,138167,0,0,2012-08-25,2
52.0,management,divorced,university_degree,0.0,1.0,0.0,telephone,80,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2018-12-07,39.586,-112.871,9dbad683-693e-4a81-ac26-462df9d99ee2,138838,2,1,2012-09-02,19
44.0,blue-collar,single,basic_6y,,1.0,0.0,telephone,67,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-06-09,33.483,-111.808,fd6c6346-3f7d-47f9-a92a-94269c7cc21b,156362,0,0,2012-06-13,6
34.0,blue-collar,married,professional_course,0.0,1.0,1.0,telephone,190,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2017-01-28,24.809,-71.094,c881dad0-ec81-453c-8746-6a61c021059c,146033,2,1,2012-07-17,30
31.0,admin_,single,university_degree,0.0,0.0,0.0,telephone,104,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-10-21,35.776,-116.536,65bd9cc1-d1b0-4957-85af-93e6b440bdbf,108210,2,1,2012-10-15,30
30.0,admin_,single,high_school,0.0,1.0,0.0,telephone,174,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2017-06-12,40.445,-89.813,6a444040-4556-42da-bcc7-e236479a0e33,175749,0,2,2012-09-17,9
36.0,technician,married,professional_course,0.0,1.0,1.0,telephone,37,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2015-07-14,49.159,-71.362,462016e3-b4e0-4ebc-b7fc-8ac82f981a3e,34701,0,0,2012-12-28,10
26.0,student,single,high_school,0.0,0.0,0.0,telephone,589,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2015-05-29,37.507,-87.047,bce90911-4a8b-4e74-a1c2-58d255b88534,173506,1,0,2012-09-12,27
36.0,technician,married,professional_course,0.0,0.0,0.0,telephone,183,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2017-12-12,33.294,-100.371,83c90b0f-696c-4717-ac86-f95f7fe29522,35516,0,2,2012-08-23,29
36.0,technician,married,professional_course,0.0,0.0,0.0,telephone,151,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-06-23,42.314,-80.611,a48f955d-d87e-4d30-9289-a3efecc74a63,125555,0,1,2012-08-04,4
40.0,housemaid,single,university_degree,0.0,1.0,0.0,telephone,29,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2017-03-20,38.766,-107.256,f1661a8e-efc8-4343-affb-8c82d97d8c8c,123949,0,2,2012-03-17,12
46.0,admin_,single,university_degree,,1.0,0.0,telephone,186,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2015-05-21,33.65,-80.296,b5589ac9-bd45-4e18-88cd-5b9e1efdc7d9,32297,1,1,2012-05-30,13
34.0,blue-collar,married,basic_9y,,0.0,0.0,telephone,73,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2016-02-21,27.951,-91.157,3a31e615-84d8-4934-ba27-925b860dbeed,10593,1,2,2012-10-07,9
46.0,entrepreneur,married,professional_course,,0.0,0.0,telephone,88,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-02-08,47.772,-112.198,dd19888a-e05b-4979-a7aa-96edd74f0635,29188,1,2,2012-06-02,4
27.0,technician,single,professional_course,0.0,1.0,1.0,telephone,522,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2017-01-19,24.986,-112.268,db35bbc0-4234-4ed7-8cc0-16b559507a9a,124936,0,1,2012-04-25,17
36.0,entrepreneur,married,high_school,0.0,1.0,0.0,telephone,112,4,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2018-09-23,48.651,-104.717,d98b924d-6c0f-4442-97c1-c7442f0d911f,130570,0,0,2012-12-08,8
50.0,management,married,high_school,,0.0,0.0,telephone,65,17,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2017-08-07,47.798,-113.739,19d07469-f202-49d0-b322-d4ee7fa83235,138038,0,1,2012-11-19,13
28.0,blue-collar,married,basic_4y,0.0,0.0,0.0,telephone,149,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-01-18,31.3,-87.67,77224c2f-02c6-4ea4-acd1-0ea73c790b1a,125978,0,1,2012-01-26,7
34.0,admin_,married,university_degree,0.0,1.0,0.0,telephone,206,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-05-16,29.796,-100.872,a09ec79b-c1d0-47b4-9e25-4533601ad091,136049,2,2,2012-12-25,17
41.0,blue-collar,single,basic_9y,0.0,0.0,0.0,telephone,123,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2016-10-28,29.609,-101.31,5439ba68-2da1-49be-a811-55efab306853,140113,2,2,2012-05-06,26
41.0,technician,single,university_degree,,1.0,1.0,telephone,378,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2018-04-26,30.813,-104.379,01388eb9-ca10-432f-8ef9-95dfe318d624,146981,0,2,2012-07-25,7
40.0,housemaid,married,high_school,,1.0,0.0,telephone,100,7,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-10-07,24.675,-113.851,6622e1a8-c77a-4bd9-9f7a-729333d26933,98651,2,2,2012-12-03,14
25.0,blue-collar,single,basic_4y,0.0,1.0,1.0,telephone,81,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2019-06-27,29.831,-108.006,0b1918ff-4f34-490f-90e1-2cd434eade0f,102977,0,2,2012-11-09,31
43.0,admin_,married,university_degree,,1.0,0.0,telephone,175,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2017-05-07,26.646,-72.291,57b1f8c8-9f94-42ef-8c39-54d3580d3a5d,114114,1,1,2012-09-17,19
35.0,admin_,married,high_school,0.0,0.0,0.0,telephone,250,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2018-04-07,44.952,-96.495,fcfd14cc-3499-40b0-a580-2fa381cf9ce3,160539,2,0,2012-09-02,8
38.0,self-employed,married,basic_9y,,0.0,0.0,telephone,156,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2016-07-28,45.788,-111.418,e8e8e591-88d0-405b-9083-03214c10f9b0,148039,1,2,2012-04-24,8
45.0,self-employed,divorced,university_degree,0.0,1.0,1.0,telephone,173,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2017-11-22,39.346,-69.864,9077a143-4e5b-44c9-8d48-f8236cdc862e,24530,2,2,2012-12-01,7
32.0,technician,married,professional_course,0.0,1.0,0.0,telephone,127,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2015-10-28,40.802,-122.043,75f9eba6-179f-46c4-b4ec-85800757557b,120068,1,0,2012-11-21,13
51.0,blue-collar,married,basic_9y,,0.0,0.0,telephone,324,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2017-11-21,39.683,-121.425,4d130523-2daf-4c34-9d81-ce4d1aed171c,96090,0,0,2012-05-31,27
33.0,technician,single,high_school,0.0,0.0,0.0,telephone,198,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2015-10-11,32.057,-75.179,49ba493c-6a0b-4324-b8a5-5a3d26978104,61661,2,2,2012-04-10,11
,self-employed,married,basic_4y,,0.0,0.0,telephone,87,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2019-10-10,41.49,-84.569,4e8c74c9-069f-4c14-bc32-f9e422a870af,124167,2,2,2012-01-03,28
56.0,entrepreneur,divorced,university_degree,0.0,0.0,1.0,telephone,311,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2017-10-10,49.061,-71.322,286ec0c6-cfe6-4abe-98dd-155b0b6da335,48717,1,0,2012-12-11,16
,blue-collar,married,basic_9y,,1.0,1.0,telephone,313,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2015-02-28,43.709,-114.823,c6e2a504-d4b1-43bc-a7ed-3d862992de08,153872,1,1,2012-11-11,14
57.0,retired,married,basic_4y,,0.0,1.0,telephone,302,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2015-05-26,28.435,-101.099,769a7fe2-b021-4de7-a884-600616f55e99,103355,1,2,2012-09-17,27
54.0,unemployed,single,basic_6y,0.0,1.0,1.0,telephone,91,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-06-14,34.296,-121.147,7d5aa089-d3f2-4190-a687-5b7c21234f1a,68172,2,1,2012-10-08,1
49.0,blue-collar,single,basic_4y,0.0,0.0,0.0,telephone,47,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2017-01-27,25.107,-77.287,91bc7888-848f-4fd1-89f5-1fba1e6d0702,79771,0,0,2012-04-17,27
40.0,technician,married,professional_course,0.0,0.0,0.0,telephone,119,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2019-12-30,40.703,-118.679,897b35e9-e002-46fb-b03b-10ecf2313518,164373,2,0,2012-01-19,8
33.0,management,married,high_school,0.0,0.0,1.0,telephone,117,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2017-08-26,36.854,-91.556,1a101590-4e21-4648-b736-6744848e7fff,108752,0,1,2012-12-27,21
,unemployed,single,high_school,0.0,1.0,0.0,telephone,142,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2016-06-29,30.169,-92.988,1c3bcd93-720e-426f-a233-6d121e89b644,112726,0,0,2012-09-24,27
24.0,services,single,high_school,0.0,1.0,1.0,telephone,183,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2016-11-16,32.895,-107.112,006c6b2d-a79a-4369-9d14-25c42eed117c,18633,0,0,2012-02-28,12
25.0,technician,single,high_school,0.0,1.0,1.0,telephone,249,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2016-09-09,29.95,-80.46,008005b4-13bf-4ae0-8ef5-78c90de90411,100050,1,0,2012-11-19,5
34.0,services,married,basic_9y,0.0,1.0,0.0,telephone,274,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-02-25,43.027,-70.46,12ba96a0-b5aa-42b9-9073-023d047ee39b,64713,2,0,2012-11-10,32
37.0,unemployed,single,basic_9y,0.0,1.0,0.0,telephone,144,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2016-05-12,46.051,-105.884,14f02d58-d07f-4584-9dbb-50e700925189,20177,2,0,2012-06-09,2
39.0,management,married,university_degree,0.0,1.0,0.0,telephone,23,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2019-02-17,31.433,-95.138,4ade6948-e26e-464e-a8e0-df05284aeb3f,116906,1,1,2012-10-22,14
32.0,technician,single,professional_course,0.0,0.0,0.0,telephone,128,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2017-03-14,33.99,-91.279,82a5c546-620d-4fee-9d8b-aa93ec1143fa,165567,2,0,2012-03-07,9
34.0,admin_,married,high_school,0.0,1.0,0.0,telephone,491,6,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,yes,2019-07-31,41.404,-113.656,ce8ee874-b133-4c49-94dc-ac8e10fa60e7,6611,0,0,2012-07-08,18
,services,single,high_school,0.0,1.0,0.0,telephone,162,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2017-03-02,49.306,-98.835,8a92c846-2a9f-4f40-85e2-2be1ac8e5961,108542,1,1,2012-09-26,27
32.0,admin_,single,professional_course,0.0,0.0,1.0,telephone,213,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-06-08,37.703,-85.486,dffc1a43-be7f-433e-8eb4-5f221a28adca,142589,1,1,2012-12-26,4
29.0,blue-collar,married,basic_4y,0.0,0.0,1.0,telephone,164,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2015-11-24,27.336,-68.141,fb1b18a3-e37e-4c4d-ac02-d718680208dc,98611,0,2,2012-01-12,12
59.0,housemaid,married,basic_4y,0.0,0.0,1.0,telephone,63,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2015-02-03,35.758,-112.472,5efbb013-549a-464b-abf6-7f6bc999554d,72312,0,2,2012-10-17,28
,self-employed,married,basic_9y,,0.0,0.0,telephone,79,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2016-10-23,49.048,-118.764,517c5a79-abf5-4a1d-81a8-7b620f2ea4e0,40058,0,2,2012-02-06,19
35.0,technician,married,university_degree,0.0,0.0,0.0,telephone,114,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2018-11-13,24.972,-122.041,8a277684-aaa5-4d5d-a203-882932cc17ab,180560,2,1,2012-12-28,22
33.0,technician,married,basic_9y,0.0,0.0,0.0,telephone,136,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2017-07-15,29.578,-68.986,7d733324-5902-437c-ad03-c4da191f9459,79727,1,2,2012-03-20,12
25.0,technician,single,professional_course,0.0,1.0,0.0,telephone,97,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2016-08-05,34.781,-112.899,bc2f8d61-a07e-4201-91cb-4cc68e44f608,72268,2,0,2012-09-30,24
60.0,management,married,,,0.0,0.0,telephone,100,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-02-14,25.01,-71.425,5df862a6-b762-4be2-8d4c-50fd7df7ccd2,46673,0,2,2012-11-19,19
44.0,technician,married,basic_6y,,1.0,0.0,telephone,160,2,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2018-11-24,45.354,-118.748,998bd87a-8b0f-4898-9b03-3adc950c87fd,171176,1,1,2012-12-03,18
31.0,blue-collar,married,basic_4y,0.0,1.0,1.0,telephone,240,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2016-12-18,44.271,-86.522,ae3496e3-f4d0-42d2-92cc-08785ba2e5f3,111356,1,2,2012-05-04,26
36.0,technician,married,university_degree,0.0,1.0,0.0,telephone,78,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2015-03-05,26.93,-97.098,44b43842-0f28-4315-aa5e-068e2d028cfd,51595,0,1,2012-02-28,3
30.0,services,married,university_degree,,0.0,1.0,telephone,87,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2015-12-28,33.032,-101.38,7bcacc18-1d96-4674-a081-4d188b153220,121430,2,0,2012-03-14,7
36.0,technician,married,high_school,0.0,0.0,0.0,telephone,940,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,yes,2017-11-16,48.343,-89.836,09af7e38-867d-443f-9e1a-4ecaa9f44ed4,15473,0,1,2012-04-10,32
53.0,blue-collar,married,basic_4y,0.0,0.0,1.0,telephone,340,2,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2018-12-28,45.52,-78.32,0967fdd5-74bc-43c5-bc64-3a4743cd2eb2,119957,1,1,2012-06-13,23
40.0,unemployed,married,high_school,0.0,1.0,0.0,telephone,196,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2018-06-08,45.692,-114.495,4b96849e-84b1-4282-b023-f6dd0895aeef,159135,0,1,2012-10-23,1
48.0,unemployed,married,basic_9y,0.0,1.0,0.0,telephone,85,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2017-04-28,38.506,-87.87,2001ee75-1282-4b2c-ab24-d0b35a07503d,89958,0,1,2012-11-13,2
36.0,admin_,married,university_degree,0.0,0.0,0.0,telephone,199,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2015-04-28,26.115,-124.245,1be9c725-dd1f-4353-921a-6ae4ac34b6fc,127556,0,0,2012-03-09,14
47.0,blue-collar,married,basic_9y,0.0,1.0,0.0,telephone,160,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-04-03,39.063,-81.478,56b363f4-15fb-4c18-81a0-99c386482e06,143843,2,1,2012-06-03,26
28.0,admin_,single,basic_9y,0.0,0.0,0.0,telephone,166,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2017-02-13,34.712,-79.584,df5d8bdc-eff8-44d9-bd2b-84a7d38a1871,54337,0,1,2012-05-01,7
31.0,blue-collar,married,basic_6y,0.0,0.0,0.0,telephone,271,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-12-31,33.997,-100.306,9f65ef61-b436-4b61-9117-c4589c3b8ca6,104098,1,2,2012-02-19,23
58.0,technician,married,basic_4y,0.0,0.0,0.0,telephone,317,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2018-03-11,25.936,-96.772,02f4afe5-5a43-4576-b9a9-d616e7b5cec0,31838,0,1,2012-10-07,24
36.0,admin_,single,high_school,0.0,0.0,0.0,telephone,98,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2018-10-23,38.737,-89.605,ca84723c-b382-42ca-9cd7-626c49342f6b,12565,2,0,2012-12-11,20
34.0,admin_,single,high_school,0.0,1.0,1.0,telephone,123,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2019-12-27,34.737,-102.262,fa3c295c-189d-4078-afb7-4d26b2f90632,152514,0,1,2012-09-30,15
34.0,technician,married,university_degree,0.0,0.0,0.0,telephone,321,1,999,0,nonexistent,1.4,94.465,-41.8,,5228.1,no,2016-08-07,36.518,-98.77,3766df95-364d-401c-be2d-0f81645f3523,78376,1,2,2012-03-31,23
44.0,admin_,married,university_degree,,0.0,0.0,telephone,78,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2018-05-12,43.729,-70.456,a8dab5fb-492c-42a3-8f68-b5079cabccee,7982,2,2,2012-12-31,7
33.0,services,divorced,high_school,0.0,1.0,0.0,telephone,73,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2016-03-07,46.748,-124.559,03e414f7-1ab9-4cc0-9cc1-05c54d623825,79194,1,2,2012-09-26,27
,blue-collar,married,basic_9y,0.0,0.0,0.0,telephone,327,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2018-05-27,47.732,-107.532,c7281025-a3b7-4694-ba83-0b258118bb3f,143507,1,1,2012-11-23,1
,blue-collar,single,basic_9y,,0.0,0.0,telephone,411,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2017-02-03,25.458,-71.093,cc8161f1-e786-4261-a8a5-9bc356a5b7dc,88416,2,2,2012-07-26,13
43.0,admin_,single,high_school,0.0,0.0,0.0,telephone,198,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2016-01-02,25.734,-75.747,3c822336-95e5-4b56-9b5c-89714b6896a7,172999,2,2,2012-05-25,20
,services,married,,0.0,0.0,0.0,telephone,98,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,2017-06-25,33.317,-106.473,f511b17a-8769-4b31-9e43-c876067030bd,72448,0,2,2012-11-04,26
